Addendum AA -- ASC Covered Surgical Procedures for CY 2021                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2020 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2020 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, April 2021 Payment Indicator,April 2021 Payment Weight  ,April 2021 Payment Rate 
43284,,Laps esophgl sphnctr agmntj,Y,J8,117.3635,"$5,745.18 "
43285,,Rmvl esophgl sphnctr dev,N,G2,47.1058,"$2,305.92 "
43420,,Repair esophagus opening,Y,G2,22.1104,"$1,082.35 "
43450,,Dilate esophagus 1/mult pass,Y,A2,8.3573,$409.11 
43453,,Dilate esophagus,Y,A2,14.0923,$689.85 
43510,,Surgical opening of stomach,Y,G2,8.3573,$409.11 
43647,,Lap impl electrode antrum,N,J8,187.4589,"$9,176.49 "
43648,,Lap revise/remv eltrd antrum,N,G2,47.1058,"$2,305.92 "
43651,,Laparoscopy vagus nerve,Y,G2,47.1058,"$2,305.92 "
43652,,Laparoscopy vagus nerve,Y,G2,47.1058,"$2,305.92 "
43653,,Laparoscopy gastrostomy,Y,A2,47.1058,"$2,305.92 "
43752,,Nasal/orogastric w/tube plmt,N,G2,2.7895,$136.55 
43753,,Tx gastro intub w/asp,N,N1,,
43754,,Dx gastr intub w/asp spec,N,N1,,
43755,,Dx gastr intub w/asp specs,N,G2,1.4405,$70.52 
43756,,Dx duod intub w/asp spec,N,G2,8.3573,$409.11 
43757,,Dx duod intub w/asp specs,Y,G2,8.3573,$409.11 
43761,,Reposition gastrostomy tube,Y,A2,2.7473,$134.49 
43762,,Rplc gtube no revj trc,Y,G2,2.7473,$134.49 
43763,,Rplc gtube revj gstrst trc,Y,G2,2.7473,$134.49 
43770,,Lap place gastr adj device,Y,J8,113.4182,"$5,552.05 "
43772,,Lap rmvl gastr adj device,Y,G2,28.0737,"$1,374.26 "
43773,,Lap replace gastr adj device,Y,G2,47.1058,"$2,305.92 "
43774,,Lap rmvl gastr adj all parts,Y,G2,28.0737,"$1,374.26 "
43830,,Place gastrostomy tube,Y,G2,14.0923,$689.85 
43831,,Place gastrostomy tube,Y,G2,8.3573,$409.11 
43870,,Repair stomach opening,Y,A2,28.0737,"$1,374.26 "
43886,,Revise gastric port open,Y,G2,36.3586,"$1,779.83 "
43887,,Remove gastric port open,N,G2,17.7074,$866.81 
43888,,Change gastric port open,Y,G2,36.3586,"$1,779.83 "
44100,,Biopsy of bowel,Y,A2,8.3573,$409.11 
44180,,Lap enterolysis,Y,G2,47.1058,"$2,305.92 "
44186,,Lap jejunostomy,Y,G2,47.1058,"$2,305.92 "
44312,,Revision of ileostomy,Y,A2,36.3586,"$1,779.83 "
44340,,Revision of colostomy,Y,A2,36.3586,"$1,779.83 "
44360,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44361,,Small bowel endoscopy/biopsy,Y,A2,14.0923,$689.85 
44363,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44364,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44365,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44366,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44369,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44370,,Small bowel endoscopy/stent,Y,J8,72.5304,"$3,550.51 "
44372,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44373,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44376,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44377,,Small bowel endoscopy/biopsy,Y,A2,14.0923,$689.85 
44378,,Small bowel endoscopy,Y,A2,14.0923,$689.85 
44379,,S bowel endoscope w/stent,Y,A2,41.8331,"$2,047.81 "
44380,,Small bowel endoscopy br/wa,Y,A2,8.3573,$409.11 
44381,,Small bowel endoscopy br/wa,Y,G2,14.0923,$689.85 
44382,,Small bowel endoscopy,Y,A2,8.3573,$409.11 
44384,,Small bowel endoscopy,Y,G2,28.0737,"$1,374.26 "
44385,,Endoscopy of bowel pouch,Y,A2,8.1927,$401.05 
44386,,Endoscopy bowel pouch/biop,Y,A2,8.1927,$401.05 
44388,,Colonoscopy thru stoma spx,Y,A2,8.1927,$401.05 
44389,,Colonoscopy with biopsy,Y,A2,10.7043,$524.00 
44390,,Colonoscopy for foreign body,Y,A2,8.1927,$401.05 
44391,,Colonoscopy for bleeding,Y,A2,10.7043,$524.00 
44392,,Colonoscopy & polypectomy,Y,A2,10.7043,$524.00 
44394,,Colonoscopy w/snare,Y,A2,10.7043,$524.00 
44401,,Colonoscopy with ablation,Y,G2,10.7043,$524.00 
44402,,Colonoscopy w/stent plcmt,Y,J8,72.2561,"$3,537.08 "
44403,,Colonoscopy w/resection,Y,G2,10.7043,$524.00 
44404,,Colonoscopy w/injection,Y,G2,10.7043,$524.00 
44405,,Colonoscopy w/dilation,Y,G2,10.7043,$524.00 
44406,,Colonoscopy w/ultrasound,Y,G2,10.7043,$524.00 
44407,,Colonoscopy w/ndl aspir/bx,Y,G2,10.7043,$524.00 
44408,,Colonoscopy w/decompression,Y,R2,8.1927,$401.05 
44500,,Intro gastrointestinal tube,Y,G2,8.3573,$409.11 
44701,,Intraop colon lavage add-on,N,N1,,
44950,,Appendectomy,Y,G2,28.7207,"$1,405.94 "
44955,,Appendectomy add-on,N,N1,,
44970,,Laparoscopy appendectomy,Y,G2,47.1058,"$2,305.92 "
45000,,Drainage of pelvic abscess,Y,A2,10.7043,$524.00 
45005,,Drainage of rectal abscess,Y,A2,10.7043,$524.00 
45020,,Drainage of rectal abscess,Y,A2,23.4348,"$1,147.18 "
45100,,Biopsy of rectum,Y,A2,23.4348,"$1,147.18 "
45108,,Removal of anorectal lesion,Y,A2,23.4348,"$1,147.18 "
45150,,Excision of rectal stricture,Y,A2,10.7043,$524.00 
45160,,Excision of rectal lesion,Y,A2,23.4348,"$1,147.18 "
45171,,Exc rect tum transanal part,Y,G2,23.4348,"$1,147.18 "
45172,,Exc rect tum transanal full,Y,G2,23.4348,"$1,147.18 "
45190,,Destruction rectal tumor,Y,A2,23.4348,"$1,147.18 "
45300,,Proctosigmoidoscopy dx,Y,P3,,$104.33 
45303,,Proctosigmoidoscopy dilate,Y,P2,10.7043,$524.00 
45305,,Proctosigmoidoscopy w/bx,Y,A2,10.7043,$524.00 
45307,,Proctosigmoidoscopy fb,Y,A2,23.4348,"$1,147.18 "
45308,,Proctosigmoidoscopy removal,Y,A2,23.4348,"$1,147.18 "
45309,,Proctosigmoidoscopy removal,Y,A2,10.7043,$524.00 
45315,,Proctosigmoidoscopy removal,Y,A2,10.7043,$524.00 
45317,,Proctosigmoidoscopy bleed,Y,A2,10.7043,$524.00 
45320,,Proctosigmoidoscopy ablate,Y,A2,23.4348,"$1,147.18 "
45321,,Proctosigmoidoscopy volvul,Y,A2,23.4348,"$1,147.18 "
45327,,Proctosigmoidoscopy w/stent,Y,J8,54.1392,"$2,650.22 "
45330,,Diagnostic sigmoidoscopy,Y,P3,,$162.25 
45331,,Sigmoidoscopy and biopsy,Y,A2,8.1927,$401.05 
45332,,Sigmoidoscopy w/fb removal,Y,A2,10.7043,$524.00 
45333,,Sigmoidoscopy & polypectomy,Y,A2,8.1927,$401.05 
45334,,Sigmoidoscopy for bleeding,Y,A2,10.7043,$524.00 
45335,,Sigmoidoscopy w/submuc inj,Y,A2,8.1927,$401.05 
45337,,Sigmoidoscopy & decompress,Y,A2,8.1927,$401.05 
45338,,Sigmoidoscopy w/tumr remove,Y,A2,10.7043,$524.00 
45340,,Sig w/tndsc balloon dilation,Y,A2,10.7043,$524.00 
45341,,Sigmoidoscopy w/ultrasound,Y,A2,8.1927,$401.05 
45342,,Sigmoidoscopy w/us guide bx,Y,A2,10.7043,$524.00 
45346,,Sigmoidoscopy w/ablation,Y,G2,10.7043,$524.00 
45347,,Sigmoidoscopy w/plcmt stent,Y,J8,68.8532,"$3,370.50 "
45349,,Sigmoidoscopy w/resection,Y,G2,23.4348,"$1,147.18 "
45350,,Sgmdsc w/band ligation,Y,G2,10.7043,$524.00 
45378,,Diagnostic colonoscopy,Y,A2,8.1927,$401.05 
45379,,Colonoscopy w/fb removal,Y,A2,10.7043,$524.00 
45380,,Colonoscopy and biopsy,Y,A2,10.7043,$524.00 
45381,,Colonoscopy submucous njx,Y,A2,10.7043,$524.00 
45382,,Colonoscopy w/control bleed,Y,A2,10.7043,$524.00 
45384,,Colonoscopy w/lesion removal,Y,A2,10.7043,$524.00 
45385,,Colonoscopy w/lesion removal,Y,A2,10.7043,$524.00 
45386,,Colonoscopy w/balloon dilat,Y,A2,10.7043,$524.00 
45388,,Colonoscopy w/ablation,Y,G2,10.7043,$524.00 
45389,,Colonoscopy w/stent plcmt,Y,J8,69.6599,"$3,409.99 "
45390,,Colonoscopy w/resection,Y,G2,23.4348,"$1,147.18 "
45391,,Colonoscopy w/endoscope us,Y,A2,10.7043,$524.00 
45392,,Colonoscopy w/endoscopic fnb,Y,A2,10.7043,$524.00 
45393,,Colonoscopy w/decompression,Y,G2,10.7043,$524.00 
45398,,Colonoscopy w/band ligation,Y,G2,10.7043,$524.00 
45500,,Repair of rectum,Y,A2,23.4348,"$1,147.18 "
45505,,Repair of rectum,Y,A2,23.4348,"$1,147.18 "
45520,,Treatment of rectal prolapse,N,N1,,
45541,,Correct rectal prolapse,Y,G2,23.4348,"$1,147.18 "
45560,,Repair of rectocele,Y,A2,23.4348,"$1,147.18 "
45900,,Reduction of rectal prolapse,Y,A2,8.1927,$401.05 
45905,,Dilation of anal sphincter,Y,A2,10.7043,$524.00 
45910,,Dilation of rectal narrowing,Y,A2,10.7043,$524.00 
45915,,Remove rectal obstruction,Y,A2,10.7043,$524.00 
45990,,Surg dx exam anorectal,Y,A2,23.4348,"$1,147.18 "
46020,,Placement of seton,Y,A2,23.4348,"$1,147.18 "
46030,,Removal of rectal marker,Y,A2,10.7043,$524.00 
46040,,Incision of rectal abscess,Y,A2,10.7043,$524.00 
46045,,Incision of rectal abscess,Y,A2,23.4348,"$1,147.18 "
46050,,Incision of anal abscess,Y,A2,8.1927,$401.05 
46060,,Incision of rectal abscess,Y,A2,23.4348,"$1,147.18 "
46070,,Incision of anal septum,Y,G2,23.4348,"$1,147.18 "
46080,,Incision of anal sphincter,Y,A2,23.4348,"$1,147.18 "
46083,,Incise external hemorrhoid,Y,P2,2.7473,$134.49 
46200,,Removal of anal fissure,Y,A2,23.4348,"$1,147.18 "
46220,,Excise anal ext tag/papilla,Y,A2,10.7043,$524.00 
46221,,Ligation of hemorrhoid(s),Y,P3,,$206.22 
46230,,Removal of anal tags,Y,A2,23.4348,"$1,147.18 "
46250,,Remove ext hem groups 2+,Y,A2,23.4348,"$1,147.18 "
46255,,Remove int/ext hem 1 group,Y,A2,23.4348,"$1,147.18 "
46257,,Remove in/ex hem grp & fiss,Y,A2,23.4348,"$1,147.18 "
46258,,Remove in/ex hem grp w/fistu,Y,A2,23.4348,"$1,147.18 "
46260,,Remove in/ex hem groups 2+,Y,A2,23.4348,"$1,147.18 "
46261,,Remove in/ex hem grps & fiss,Y,A2,23.4348,"$1,147.18 "
46262,,Remove in/ex hem grps w/fist,Y,A2,23.4348,"$1,147.18 "
46270,,Remove anal fist subq,Y,A2,23.4348,"$1,147.18 "
46275,,Remove anal fist inter,Y,A2,23.4348,"$1,147.18 "
46280,,Remove anal fist complex,Y,A2,23.4348,"$1,147.18 "
46285,,Remove anal fist 2 stage,Y,A2,23.4348,"$1,147.18 "
46288,,Repair anal fistula,Y,A2,23.4348,"$1,147.18 "
46320,,Removal of hemorrhoid clot,Y,P3,,$153.18 
46500,,Injection into hemorrhoid(s),Y,P3,,$262.40 
46505,,Chemodenervation anal musc,Y,G2,10.7043,$524.00 
46600,,Diagnostic anoscopy spx,N,N1,,
46601,,Diagnostic anoscopy,N,N1,,
46604,,Anoscopy and dilation,Y,P2,10.7043,$524.00 
46606,,Anoscopy and biopsy,Y,P3,,$249.49 
46607,,Diagnostic anoscopy & biopsy,Y,G2,10.7043,$524.00 
46608,,Anoscopy remove for body,Y,A2,8.1927,$401.05 
46610,,Anoscopy remove lesion,Y,A2,23.4348,"$1,147.18 "
46611,,Anoscopy,Y,A2,8.1927,$401.05 
46612,,Anoscopy remove lesions,Y,A2,23.4348,"$1,147.18 "
46614,,Anoscopy control bleeding,Y,P3,,$134.69 
46615,,Anoscopy,Y,A2,23.4348,"$1,147.18 "
46700,,Repair of anal stricture,Y,A2,23.4348,"$1,147.18 "
46706,,Repr of anal fistula w/glue,Y,A2,23.4348,"$1,147.18 "
46707,,Repair anorectal fist w/plug,Y,J8,30.8034,"$1,507.89 "
46750,,Repair of anal sphincter,Y,A2,23.4348,"$1,147.18 "
46753,,Reconstruction of anus,Y,A2,23.4348,"$1,147.18 "
46754,,Removal of suture from anus,Y,A2,23.4348,"$1,147.18 "
46760,,Repair of anal sphincter,Y,A2,23.4348,"$1,147.18 "
46761,,Repair of anal sphincter,Y,A2,23.4348,"$1,147.18 "
46900,,Destruction anal lesion(s),Y,P3,,$174.12 
46910,,Destruction anal lesion(s),Y,P3,,$201.68 
46916,,Cryosurgery anal lesion(s),Y,P2,1.8534,$90.73 
46917,,Laser surgery anal lesions,Y,A2,23.4348,"$1,147.18 "
46922,,Excision of anal lesion(s),Y,A2,23.4348,"$1,147.18 "
46924,,Destruction anal lesion(s),Y,A2,23.4348,"$1,147.18 "
46930,,Destroy internal hemorrhoids,Y,P3,,$165.39 
46940,,Treatment of anal fissure,Y,P3,,$179.35 
46942,,Treatment of anal fissure,Y,P3,,$177.95 
46945,,Int hrhc lig 1 hroid w/o img,Y,R2,23.4348,"$1,147.18 "
46946,,Int hrhc lig 2+hroid w/o img,Y,A2,23.4348,"$1,147.18 "
46947,,Hemorrhoidopexy by stapling,Y,A2,23.4348,"$1,147.18 "
46948,,Int hrhc tranal dartlzj 2+,Y,G2,23.4348,"$1,147.18 "
47000,,Needle biopsy of liver,Y,A2,12.1379,$594.17 
47001,,Needle biopsy liver add-on,N,N1,,
47370,,Laparo ablate liver tumor rf,Y,G2,77.5019,"$3,793.87 "
47371,,Laparo ablate liver cryosurg,Y,G2,77.5019,"$3,793.87 "
47382,,Percut ablate liver rf,Y,G2,47.1058,"$2,305.92 "
47383,,Perq abltj lvr cryoablation,Y,J8,70.296,"$3,441.13 "
47490,,Incision of gallbladder,Y,G2,28.7207,"$1,405.94 "
47531,,Injection for cholangiogram,N,N1,,
47532,,Injection for cholangiogram,N,N1,,
47533,,Plmt biliary drainage cath,Y,G2,28.7207,"$1,405.94 "
47534,,Plmt biliary drainage cath,Y,G2,28.7207,"$1,405.94 "
47535,,Conversion ext bil drg cath,Y,G2,28.7207,"$1,405.94 "
47536,,Exchange biliary drg cath,Y,G2,28.7207,"$1,405.94 "
47537,,Removal biliary drg cath,N,G2,8.3573,$409.11 
47538,,Perq plmt bile duct stent,Y,J8,71.4167,"$3,495.99 "
47539,,Perq plmt bile duct stent,Y,G2,47.1058,"$2,305.92 "
47540,,Perq plmt bile duct stent,Y,J8,69.646,"$3,409.31 "
47541,,Plmt access bil tree sm bwl,Y,G2,28.7207,"$1,405.94 "
47542,,Dilate biliary duct/ampulla,N,N1,,
47543,,Endoluminal bx biliary tree,N,N1,,
47544,,Removal duct glbldr calculi,N,N1,,
47552,,Biliary endo perq dx w/speci,Y,A2,28.7207,"$1,405.94 "
47553,,Biliary endoscopy thru skin,Y,A2,28.7207,"$1,405.94 "
47554,,Biliary endoscopy thru skin,Y,A2,47.1058,"$2,305.92 "
47555,,Biliary endoscopy thru skin,Y,A2,28.7207,"$1,405.94 "
47556,,Biliary endoscopy thru skin,Y,J8,70.4345,"$3,447.91 "
47562,,Laparoscopic cholecystectomy,Y,G2,47.1058,"$2,305.92 "
47563,,Laparo cholecystectomy/graph,Y,G2,47.1058,"$2,305.92 "
47564,,Laparo cholecystectomy/explr,Y,G2,47.1058,"$2,305.92 "
48102,,Needle biopsy pancreas,Y,A2,12.1379,$594.17 
49082,,Abd paracentesis,Y,G2,8.3573,$409.11 
49083,,Abd paracentesis w/imaging,Y,G2,8.3573,$409.11 
49084,,Peritoneal lavage,Y,G2,8.3573,$409.11 
49180,,Biopsy abdominal mass,Y,A2,12.1379,$594.17 
49185,,Sclerotx fluid collection,Y,G2,6.4205,$314.30 
49250,,Excision of umbilicus,Y,A2,28.7207,"$1,405.94 "
49320,,Diag laparo separate proc,Y,A2,47.1058,"$2,305.92 "
49321,,Laparoscopy biopsy,Y,A2,47.1058,"$2,305.92 "
49322,,Laparoscopy aspiration,Y,A2,47.1058,"$2,305.92 "
49323,,Laparo drain lymphocele,Y,G2,47.1058,"$2,305.92 "
49324,,Lap insert tunnel ip cath,Y,G2,47.1058,"$2,305.92 "
49325,,Lap revision perm ip cath,Y,G2,47.1058,"$2,305.92 "
49326,,Lap w/omentopexy add-on,N,N1,,
49327,,Lap ins device for rt,N,N1,,
49400,,Air injection into abdomen,N,N1,,
49402,,Remove foreign body adbomen,Y,A2,28.7207,"$1,405.94 "
49405,,Image cath fluid colxn visc,Y,G2,12.1379,$594.17 
49406,,Image cath fluid peri/retro,Y,G2,12.1379,$594.17 
49407,,Image cath fluid trns/vgnl,Y,G2,12.1379,$594.17 
49411,,Ins mark abd/pel for rt perq,N,P3,,$379.64 
49418,,Insert tun ip cath perc,Y,G2,28.7207,"$1,405.94 "
49419,,Insert tun ip cath w/port,Y,A2,48.3974,"$2,369.15 "
49421,,Ins tun ip cath for dial opn,Y,G2,28.7207,"$1,405.94 "
49422,,Remove tunneled ip cath,N,A2,27.886,"$1,365.08 "
49423,,Exchange drainage catheter,Y,G2,14.0923,$689.85 
49424,,Assess cyst contrast inject,N,N1,,
49426,,Revise abdomen-venous shunt,Y,A2,28.7207,"$1,405.94 "
49427,,Injection abdominal shunt,N,N1,,
49429,,Removal of shunt,N,G2,27.886,"$1,365.08 "
49435,,Insert subq exten to ip cath,N,N1,,
49436,,Embedded ip cath exit-site,Y,G2,14.0923,$689.85 
49440,,Place gastrostomy tube perc,Y,G2,14.0923,$689.85 
49441,,Place duod/jej tube perc,Y,G2,14.0923,$689.85 
49442,,Place cecostomy tube perc,Y,G2,10.7043,$524.00 
49446,,Change g-tube to g-j perc,Y,G2,14.0923,$689.85 
49450,,Replace g/c tube perc,Y,G2,8.3573,$409.11 
49451,,Replace duod/jej tube perc,Y,G2,8.3573,$409.11 
49452,,Replace g-j tube perc,Y,G2,8.3573,$409.11 
49460,,Fix g/colon tube w/device,Y,G2,8.3573,$409.11 
49465,,Fluoro exam of g/colon tube,N,G2,2.3756,$116.29 
49491,,Rpr hern preemie reduc,Y,G2,47.1058,"$2,305.92 "
49492,,Rpr ing hern premie blocked,Y,G2,28.7207,"$1,405.94 "
49495,,Rpr ing hernia baby reduc,Y,A2,28.7207,"$1,405.94 "
49496,,Rpr ing hernia baby blocked,Y,A2,28.7207,"$1,405.94 "
49500,,Rpr ing hernia init reduce,Y,A2,28.7207,"$1,405.94 "
49501,,Rpr ing hernia init blocked,Y,A2,28.7207,"$1,405.94 "
49505,,Prp i/hern init reduc >5 yr,Y,A2,28.7207,"$1,405.94 "
49507,,Prp i/hern init block >5 yr,Y,A2,28.7207,"$1,405.94 "
49520,,Rerepair ing hernia reduce,Y,A2,28.7207,"$1,405.94 "
49521,,Rerepair ing hernia blocked,Y,A2,28.7207,"$1,405.94 "
49525,,Repair ing hernia sliding,Y,A2,28.7207,"$1,405.94 "
49540,,Repair lumbar hernia,Y,A2,47.1058,"$2,305.92 "
49550,,Rpr rem hernia init reduce,Y,A2,28.7207,"$1,405.94 "
49553,,Rpr fem hernia init blocked,Y,A2,28.7207,"$1,405.94 "
49555,,Rerepair fem hernia reduce,Y,A2,28.7207,"$1,405.94 "
49557,,Rerepair fem hernia blocked,Y,A2,28.7207,"$1,405.94 "
49560,,Rpr ventral hern init reduc,Y,A2,28.7207,"$1,405.94 "
49561,,Rpr ventral hern init block,Y,A2,28.7207,"$1,405.94 "
49565,,Rerepair ventrl hern reduce,Y,A2,47.1058,"$2,305.92 "
49566,,Rerepair ventrl hern block,Y,A2,47.1058,"$2,305.92 "
49568,,Hernia repair w/mesh,N,N1,,
49570,,Rpr epigastric hern reduce,Y,A2,28.7207,"$1,405.94 "
49572,,Rpr epigastric hern blocked,Y,A2,28.7207,"$1,405.94 "
49580,,Rpr umbil hern reduc < 5 yr,Y,A2,28.7207,"$1,405.94 "
49582,,Rpr umbil hern block < 5 yr,Y,A2,28.7207,"$1,405.94 "
49585,,Rpr umbil hern reduc > 5 yr,Y,A2,28.7207,"$1,405.94 "
49587,,Rpr umbil hern block > 5 yr,Y,A2,28.7207,"$1,405.94 "
49590,,Repair spigelian hernia,Y,A2,28.7207,"$1,405.94 "
49600,,Repair umbilical lesion,Y,A2,28.7207,"$1,405.94 "
49650,,Lap ing hernia repair init,Y,A2,47.1058,"$2,305.92 "
49651,,Lap ing hernia repair recur,Y,A2,47.1058,"$2,305.92 "
49652,,Lap vent/abd hernia repair,Y,G2,47.1058,"$2,305.92 "
49653,,Lap vent/abd hern proc comp,Y,G2,47.1058,"$2,305.92 "
49654,,Lap inc hernia repair,Y,G2,77.5019,"$3,793.87 "
49655,,Lap inc hern repair comp,Y,G2,77.5019,"$3,793.87 "
49656,,Lap inc hernia repair recur,Y,G2,77.5019,"$3,793.87 "
49657,,Lap inc hern recur comp,Y,G2,77.5019,"$3,793.87 "
50020,,Renal abscess open drain,Y,G2,16.2802,$796.95 
50080,,Removal of kidney stone,Y,G2,82.9009,"$4,058.16 "
50081,,Removal of kidney stone,Y,G2,82.9009,"$4,058.16 "
50200,,Renal biopsy perq,Y,A2,12.1379,$594.17 
50382,,Change ureter stent percut,Y,G2,16.2802,$796.95 
50384,,Remove ureter stent percut,N,G2,16.2802,$796.95 
50385,,Change stent via transureth,Y,G2,16.2802,$796.95 
50386,,Remove stent via transureth,N,P3,,$690.19 
50387,,Change nephroureteral cath,Y,G2,16.2802,$796.95 
50389,,Remove renal tube w/fluoro,N,G2,5.9332,$290.44 
50390,,Drainage of kidney lesion,Y,A2,6.4205,$314.30 
50391,,Instll rx agnt into rnal tub,Y,P3,,$53.04 
50396,,Measure kidney pressure,Y,A2,5.9332,$290.44 
50430,,Njx px nfrosgrm &/urtrgrm,N,N1,,
50431,,Njx px nfrosgrm &/urtrgrm,N,N1,,
50432,,Plmt nephrostomy catheter,Y,G2,16.2802,$796.95 
50433,,Plmt nephroureteral catheter,Y,G2,28.4994,"$1,395.10 "
50434,,Convert nephrostomy catheter,Y,G2,16.2802,$796.95 
50435,,Exchange nephrostomy cath,Y,G2,16.2802,$796.95 
50436,,Dilat xst trc ndurlgc px,Y,G2,28.4994,"$1,395.10 "
50437,,Dilat xst trc new access rcs,Y,G2,28.4994,"$1,395.10 "
50541,,Laparo ablate renal cyst,Y,G2,47.1058,"$2,305.92 "
50542,,Laparo ablate renal mass,Y,G2,77.5019,"$3,793.87 "
50543,,Laparo partial nephrectomy,Y,G2,77.5019,"$3,793.87 "
50544,,Laparoscopy pyeloplasty,Y,G2,77.5019,"$3,793.87 "
50551,,Kidney endoscopy,Y,A2,42.1511,"$2,063.38 "
50553,,Kidney endoscopy,Y,A2,42.1511,"$2,063.38 "
50555,,Kidney endoscopy & biopsy,Y,A2,82.9009,"$4,058.16 "
50557,,Kidney endoscopy & treatment,Y,A2,82.9009,"$4,058.16 "
50561,,Kidney endoscopy & treatment,Y,A2,42.1511,"$2,063.38 "
50562,,Renal scope w/tumor resect,Y,G2,82.9009,"$4,058.16 "
50570,,Kidney endoscopy,Y,G2,28.4994,"$1,395.10 "
50572,,Kidney endoscopy,Y,G2,5.9332,$290.44 
50574,,Kidney endoscopy & biopsy,Y,G2,28.4994,"$1,395.10 "
50575,,Kidney endoscopy,Y,G2,42.1511,"$2,063.38 "
50576,,Kidney endoscopy & treatment,Y,G2,42.1511,"$2,063.38 "
50580,,Kidney endoscopy & treatment,Y,G2,42.1511,"$2,063.38 "
50590,,Fragmenting of kidney stone,Y,G2,28.4994,"$1,395.10 "
50592,,Perc rf ablate renal tumor,Y,G2,47.1058,"$2,305.92 "
50593,,Perc cryo ablate renal tum,Y,J8,115.9675,"$5,676.84 "
50606,,Endoluminal bx urtr rnl plvs,N,N1,,
50684,,Injection for ureter x-ray,N,N1,,
50686,,Measure ureter pressure,N,P2,1.4405,$70.52 
50688,,Change of ureter tube/stent,Y,A2,16.2802,$796.95 
50690,,Injection for ureter x-ray,N,N1,,
50693,,Plmt ureteral stent prq,Y,G2,28.4994,"$1,395.10 "
50694,,Plmt ureteral stent prq,Y,G2,28.4994,"$1,395.10 "
50695,,Plmt ureteral stent prq,Y,G2,28.4994,"$1,395.10 "
50705,,Ureteral embolization/occl,N,N1,,
50706,,Balloon dilate urtrl strix,N,N1,,
50727,,Revise ureter,Y,G2,28.4994,"$1,395.10 "
50945,,Laparoscopy ureterolithotomy,Y,G2,47.1058,"$2,305.92 "
50947,,Laparo new ureter/bladder,Y,A2,47.1058,"$2,305.92 "
50948,,Laparo new ureter/bladder,Y,A2,77.5019,"$3,793.87 "
50951,,Endoscopy of ureter,Y,A2,28.4994,"$1,395.10 "
50953,,Endoscopy of ureter,Y,A2,28.4994,"$1,395.10 "
50955,,Ureter endoscopy & biopsy,Y,A2,42.1511,"$2,063.38 "
50957,,Ureter endoscopy & treatment,Y,A2,42.1511,"$2,063.38 "
50961,,Ureter endoscopy & treatment,Y,A2,42.1511,"$2,063.38 "
50970,,Ureter endoscopy,Y,A2,28.4994,"$1,395.10 "
50972,,Ureter endoscopy & catheter,Y,A2,28.4994,"$1,395.10 "
50974,,Ureter endoscopy & biopsy,Y,A2,42.1511,"$2,063.38 "
50976,,Ureter endoscopy & treatment,Y,A2,42.1511,"$2,063.38 "
50980,,Ureter endoscopy & treatment,Y,A2,42.1511,"$2,063.38 "
51020,,Incise & treat bladder,Y,A2,28.4994,"$1,395.10 "
51030,,Incise & treat bladder,Y,A2,28.4994,"$1,395.10 "
51040,,Incise & drain bladder,Y,A2,16.2802,$796.95 
51045,,Incise bladder/drain ureter,Y,A2,16.2802,$796.95 
51050,,Removal of bladder stone,Y,A2,42.1511,"$2,063.38 "
51060,,Removal of ureter stone,Y,G2,16.2802,$796.95 
51065,,Remove ureter calculus,Y,A2,28.4994,"$1,395.10 "
51080,,Drainage of bladder abscess,Y,A2,20.3333,$995.36 
51100,,Drain bladder by needle,Y,P3,,$45.36 
51101,,Drain bladder by trocar/cath,N,P3,,$118.64 
51102,,Drain bl w/cath insertion,Y,A2,16.2802,$796.95 
51500,,Removal of bladder cyst,Y,A2,47.1058,"$2,305.92 "
51520,,Removal of bladder lesion,Y,A2,28.4994,"$1,395.10 "
51535,,Repair of ureter lesion,Y,G2,28.4994,"$1,395.10 "
51600,,Injection for bladder x-ray,N,N1,,
51605,,Preparation for bladder xray,N,N1,,
51610,,Injection for bladder x-ray,N,N1,,
51700,,Irrigation of bladder,Y,P3,,$56.88 
51701,,Insert bladder catheter,N,N1,,
51702,,Insert temp bladder cath,N,N1,,
51703,,Insert bladder cath complex,N,P2,1.4405,$70.52 
51705,,Change of bladder tube,Y,P3,,$64.55 
51710,,Change of bladder tube,Y,A2,5.9332,$290.44 
51715,,Endoscopic injection/implant,Y,J8,38.9978,"$1,909.02 "
51720,,Treatment of bladder lesion,Y,P3,,$57.22 
51725,,Simple cystometrogram,Y,P2,2.7473,$134.49 
51726,,Complex cystometrogram,Y,A2,2.7473,$134.49 
51727,,Cystometrogram w/up,Y,P3,,$270.42 
51728,,Cystometrogram w/vp,Y,P3,,$276.35 
