Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
37766,,Phleb veins - extrem 20+,Y,P3,,$266.12 
37780,,Revision of leg vein,Y,A2,28.0026,"$1,397.78 "
37785,,Ligate/divide/excise vein,Y,A2,28.0026,"$1,397.78 "
37790,,Penile venous occlusion,Y,A2,28.6204,"$1,428.62 "
38200,,Injection for spleen x-ray,N,N1,,
38204,,Bl donor search management,N,N1,,
38206,,Harvest auto stem cells,N,G2,14.1392,$705.77 
38220,,Dx bone marrow aspirations,Y,P3,,$115.93 
38221,,Dx bone marrow biopsies,Y,P3,,$119.74 
38222,,Dx bone marrow bx & aspir,Y,G2,20.4143,"$1,019.00 "
38230,,Bone marrow harvest allogen,N,G2,14.1392,$705.77 
38232,,Bone marrow harvest autolog,N,G2,41.9243,"$2,092.69 "
38241,,Transplt autol hct/donor,N,G2,14.1392,$705.77 
38242,,Transplt allo lymphocytes,N,R2,14.1392,$705.77 
38243,,Transplj hematopoietic boost,N,R2,14.1392,$705.77 
38300,,Drainage lymph node lesion,Y,A2,20.4143,"$1,019.00 "
38305,,Drainage lymph node lesion,Y,A2,20.4143,"$1,019.00 "
38308,,Incision of lymph channels,Y,A2,24.1319,"$1,204.57 "
38500,,Biopsy/removal lymph nodes,Y,A2,24.1319,"$1,204.57 "
38505,,Needle biopsy lymph nodes,Y,A2,12.1817,$608.06 
38510,,Biopsy/removal lymph nodes,Y,A2,24.1319,"$1,204.57 "
38520,,Biopsy/removal lymph nodes,Y,A2,24.1319,"$1,204.57 "
38525,,Biopsy/removal lymph nodes,Y,A2,24.1319,"$1,204.57 "
38530,,Biopsy/removal lymph nodes,Y,A2,24.1319,"$1,204.57 "
38542,,Explore deep node(s) neck,Y,A2,47.3007,"$2,361.06 "
38550,,Removal neck/armpit lesion,Y,A2,24.1319,"$1,204.57 "
38555,,Removal neck/armpit lesion,Y,A2,46.2079,"$2,306.51 "
38570,,Laparoscopy lymph node biop,Y,A2,47.3007,"$2,361.06 "
38571,,Laparoscopy lymphadenectomy,Y,A2,77.8810,"$3,887.51 "
38572,,Laparoscopy lymphadenectomy,Y,A2,77.8810,"$3,887.51 "
38573,,Laps pelvic lymphadec,Y,G2,77.8810,"$3,887.51 "
38700,,Removal of lymph nodes neck,Y,G2,46.2079,"$2,306.51 "
38740,,Remove armpit lymph nodes,Y,A2,47.3007,"$2,361.06 "
38745,,Remove armpit lymph nodes,Y,A2,47.3007,"$2,361.06 "
38760,,Remove groin lymph nodes,Y,A2,46.2079,"$2,306.51 "
38790,,Inject for lymphatic x-ray,N,N1,,
38792,,Ra tracer id of sentinl node,N,N1,,
38794,,Access thoracic lymph duct,N,N1,,
38900,,Io map of sent lymph node,N,N1,,
40490,,Biopsy of lip,Y,P3,,$80.29 
40500,,Partial excision of lip,Y,A2,22.2030,"$1,108.28 "
40510,,Partial excision of lip,Y,A2,22.2030,"$1,108.28 "
40520,,Partial excision of lip,Y,A2,22.2030,"$1,108.28 "
40525,,Reconstruct lip with flap,Y,A2,22.2030,"$1,108.28 "
40527,,Reconstruct lip with flap,Y,A2,48.9379,"$2,442.78 "
40530,,Partial removal of lip,Y,A2,22.2030,"$1,108.28 "
40650,,Repair lip,Y,A2,4.6883,$234.02 
40652,,Repair lip,Y,A2,4.6883,$234.02 
40654,,Repair lip,Y,A2,10.5336,$525.80 
40700,,Repair cleft lip/nasal,Y,A2,48.9379,"$2,442.78 "
40701,,Repair cleft lip/nasal,Y,A2,48.9379,"$2,442.78 "
40702,,Repair cleft lip/nasal,Y,R2,48.9379,"$2,442.78 "
40720,,Repair cleft lip/nasal,Y,A2,22.2030,"$1,108.28 "
40761,,Repair cleft lip/nasal,Y,A2,48.9379,"$2,442.78 "
40800,,Drainage of mouth lesion,Y,P3,,$164.73 
40801,,Drainage of mouth lesion,Y,A2,4.6883,$234.02 
40804,,Removal foreign body mouth,N,N1,,
40805,,Removal foreign body mouth,Y,P3,,$188.26 
40806,,Incision of lip fold,Y,P3,,$91.01 
40808,,Biopsy of mouth lesion,Y,P3,,$134.62 
40810,,Excision of mouth lesion,Y,P3,,$171.99 
40812,,Excise/repair mouth lesion,Y,P3,,$205.56 
40814,,Excise/repair mouth lesion,Y,A2,22.2030,"$1,108.28 "
40816,,Excision of mouth lesion,Y,A2,22.2030,"$1,108.28 "
40818,,Excise oral mucosa for graft,Y,A2,4.6883,$234.02 
40819,,Excise lip or cheek fold,Y,A2,10.5336,$525.80 
40820,,Treatment of mouth lesion,Y,P3,,$222.86 
40830,,Repair mouth laceration,Y,G2,2.1931,$109.47 
40831,,Repair mouth laceration,Y,A2,4.6883,$234.02 
40840,,Reconstruction of mouth,Y,A2,48.9379,"$2,442.78 "
40842,,Reconstruction of mouth,Y,A2,48.9379,"$2,442.78 "
40843,,Reconstruction of mouth,Y,A2,48.9379,"$2,442.78 "
40844,,Reconstruction of mouth,Y,A2,48.9379,"$2,442.78 "
40845,,Reconstruction of mouth,Y,A2,48.9379,"$2,442.78 "
41000,,Drainage of mouth lesion,Y,P3,,$104.16 
41005,,Drainage of mouth lesion,Y,A2,2.1931,$109.47 
41006,,Drainage of mouth lesion,Y,A2,10.5336,$525.80 
41007,,Drainage of mouth lesion,Y,A2,10.5336,$525.80 
41008,,Drainage of mouth lesion,Y,A2,22.2030,"$1,108.28 "
41009,,Drainage of mouth lesion,Y,A2,4.6883,$234.02 
41010,,Incision of tongue fold,Y,A2,10.5336,$525.80 
41015,,Drainage of mouth lesion,Y,A2,4.6883,$234.02 
41016,,Drainage of mouth lesion,Y,A2,48.9379,"$2,442.78 "
41017,,Drainage of mouth lesion,Y,A2,22.2030,"$1,108.28 "
41018,,Drainage of mouth lesion,Y,A2,10.5336,$525.80 
41019,,Place needles h&n for rt,Y,G2,48.9379,"$2,442.78 "
41100,,Biopsy of tongue,Y,P3,,$139.12 
41105,,Biopsy of tongue,Y,P3,,$137.04 
41108,,Biopsy of floor of mouth,Y,P3,,$131.16 
41110,,Excision of tongue lesion,Y,P3,,$177.88 
41112,,Excision of tongue lesion,Y,A2,22.2030,"$1,108.28 "
41113,,Excision of tongue lesion,Y,A2,22.2030,"$1,108.28 "
41114,,Excision of tongue lesion,Y,A2,22.2030,"$1,108.28 "
41115,,Excision of tongue fold,Y,P3,,$202.79 
41116,,Excision of mouth lesion,Y,A2,22.2030,"$1,108.28 "
41120,,Partial removal of tongue,Y,A2,48.9379,"$2,442.78 "
41250,,Repair tongue laceration,N,N1,,
41251,,Repair tongue laceration,Y,A2,2.1931,$109.47 
41252,,Repair tongue laceration,Y,A2,2.1931,$109.47 
41510,,Tongue to lip surgery,Y,A2,22.2030,"$1,108.28 "
41512,,Tongue suspension,Y,J8,63.7104,"$3,180.17 "
41520,,Reconstruction tongue fold,Y,A2,22.2030,"$1,108.28 "
41530,,Tongue base vol reduction,Y,P3,,$843.01 
41800,,Drainage of gum lesion,N,N1,,
41805,,Removal foreign body gum,Y,P3,,$276.16 
41806,,Removal foreign body jawbone,Y,P3,,$324.26 
41820,,Excision gum each quadrant,Y,R2,22.2030,"$1,108.28 "
41821,,Excision of gum flap,Y,G2,10.5336,$525.80 
41822,,Excision of gum lesion,Y,P3,,$268.89 
41823,,Excision of gum lesion,Y,P3,,$392.43 
41825,,Excision of gum lesion,Y,P3,,$174.42 
41826,,Excision of gum lesion,Y,P3,,$224.25 
41827,,Excision of gum lesion,Y,A2,48.9379,"$2,442.78 "
41828,,Excision of gum lesion,Y,P3,,$236.01 
41830,,Removal of gum tissue,Y,P3,,$345.02 
41850,,Treatment of gum lesion,Y,R2,10.5336,$525.80 
41870,,Gum graft,Y,G2,10.5336,$525.80 
41872,,Repair gum,Y,P3,,$362.33 
41874,,Repair tooth socket,Y,P3,,$278.58 
42000,,Drainage mouth roof lesion,Y,A2,2.1931,$109.47 
42100,,Biopsy roof of mouth,Y,P3,,$98.97 
42104,,Excision lesion mouth roof,Y,P3,,$158.50 
42106,,Excision lesion mouth roof,Y,P3,,$184.80 
42107,,Excision lesion mouth roof,Y,A2,48.9379,"$2,442.78 "
42120,,Remove palate/lesion,Y,A2,48.9379,"$2,442.78 "
42140,,Excision of uvula,Y,A2,22.2030,"$1,108.28 "
42145,,Repair palate pharynx/uvula,Y,A2,48.9379,"$2,442.78 "
42160,,Treatment mouth roof lesion,Y,P3,,$169.57 
42180,,Repair palate,Y,A2,4.6883,$234.02 
42182,,Repair palate,Y,A2,48.9379,"$2,442.78 "
42200,,Reconstruct cleft palate,Y,A2,48.9379,"$2,442.78 "
42205,,Reconstruct cleft palate,Y,A2,22.2030,"$1,108.28 "
42210,,Reconstruct cleft palate,Y,J8,77.9588,"$3,891.39 "
42215,,Reconstruct cleft palate,Y,A2,48.9379,"$2,442.78 "
42220,,Reconstruct cleft palate,Y,A2,48.9379,"$2,442.78 "
42225,,Reconstruct cleft palate,Y,G2,48.9379,"$2,442.78 "
42226,,Lengthening of palate,Y,A2,48.9379,"$2,442.78 "
42227,,Lengthening of palate,Y,G2,48.9379,"$2,442.78 "
42235,,Repair palate,Y,A2,48.9379,"$2,442.78 "
42260,,Repair nose to lip fistula,Y,A2,48.9379,"$2,442.78 "
42280,,Preparation palate mold,Y,P3,,$123.89 
42281,,Insertion palate prosthesis,Y,G2,48.9379,"$2,442.78 "
42300,,Drainage of salivary gland,Y,A2,10.5336,$525.80 
42305,,Drainage of salivary gland,Y,A2,22.2030,"$1,108.28 "
42310,,Drainage of salivary gland,Y,A2,4.6883,$234.02 
42320,,Drainage of salivary gland,Y,A2,4.6883,$234.02 
42330,,Removal of salivary stone,Y,P3,,$152.27 
42335,,Removal of salivary stone,Y,P3,,$315.95 
42340,,Removal of salivary stone,Y,A2,22.2030,"$1,108.28 "
42400,,Biopsy of salivary gland,Y,P3,,$71.98 
42405,,Biopsy of salivary gland,Y,A2,10.5336,$525.80 
42408,,Excision of salivary cyst,Y,A2,22.2030,"$1,108.28 "
42409,,Drainage of salivary cyst,Y,A2,22.2030,"$1,108.28 "
42410,,Excise parotid gland/lesion,Y,A2,48.9379,"$2,442.78 "
42415,,Excise parotid gland/lesion,Y,A2,48.9379,"$2,442.78 "
42420,,Excise parotid gland/lesion,Y,A2,48.9379,"$2,442.78 "
42425,,Excise parotid gland/lesion,Y,A2,48.9379,"$2,442.78 "
42440,,Excise submaxillary gland,Y,A2,48.9379,"$2,442.78 "
42450,,Excise sublingual gland,Y,A2,48.9379,"$2,442.78 "
42500,,Repair salivary duct,Y,A2,48.9379,"$2,442.78 "
42505,,Repair salivary duct,Y,A2,48.9379,"$2,442.78 "
42507,,Parotid duct diversion,Y,A2,48.9379,"$2,442.78 "
42509,,Parotid duct diversion,Y,A2,48.9379,"$2,442.78 "
42510,,Parotid duct diversion,Y,A2,22.2030,"$1,108.28 "
42550,,Injection for salivary x-ray,N,N1,,
42600,,Closure of salivary fistula,Y,A2,22.2030,"$1,108.28 "
42650,,Dilation of salivary duct,Y,P3,,$46.72 
42660,,Dilation of salivary duct,Y,P3,,$71.29 
42665,,Ligation of salivary duct,Y,A2,22.2030,"$1,108.28 "
42700,,Drainage of tonsil abscess,Y,A2,2.1931,$109.47 
42720,,Drainage of throat abscess,Y,A2,22.2030,"$1,108.28 "
42725,,Drainage of throat abscess,Y,A2,48.9379,"$2,442.78 "
42800,,Biopsy of throat,Y,P3,,$106.93 
42804,,Biopsy of upper nose/throat,Y,A2,22.2030,"$1,108.28 "
42806,,Biopsy of upper nose/throat,Y,A2,22.2030,"$1,108.28 "
42808,,Excise pharynx lesion,Y,A2,22.2030,"$1,108.28 "
42809,,Remove pharynx foreign body,N,N1,,
42810,,Excision of neck cyst,Y,A2,22.2030,"$1,108.28 "
42815,,Excision of neck cyst,Y,A2,48.9379,"$2,442.78 "
42820,,Remove tonsils and adenoids,Y,A2,48.9379,"$2,442.78 "
42821,,Remove tonsils and adenoids,Y,A2,22.2030,"$1,108.28 "
42825,,Removal of tonsils,Y,A2,48.9379,"$2,442.78 "
42826,,Removal of tonsils,Y,A2,22.2030,"$1,108.28 "
42830,,Removal of adenoids,Y,A2,22.2030,"$1,108.28 "
42831,,Removal of adenoids,Y,A2,22.2030,"$1,108.28 "
42835,,Removal of adenoids,Y,A2,22.2030,"$1,108.28 "
42836,,Removal of adenoids,Y,A2,22.2030,"$1,108.28 "
42860,,Excision of tonsil tags,Y,A2,22.2030,"$1,108.28 "
42870,,Excision of lingual tonsil,Y,A2,48.9379,"$2,442.78 "
42890,,Partial removal of pharynx,Y,A2,48.9379,"$2,442.78 "
42892,,Revision of pharyngeal walls,Y,A2,48.9379,"$2,442.78 "
42900,,Repair throat wound,Y,J8,18.6878,$932.82 
42950,,Reconstruction of throat,Y,A2,48.9379,"$2,442.78 "
42955,,Surgical opening of throat,Y,A2,10.5336,$525.80 
42960,,Control throat bleeding,Y,A2,4.6883,$234.02 
42962,,Control throat bleeding,Y,A2,22.2030,"$1,108.28 "
42970,,Control nose/throat bleeding,Y,R2,2.1931,$109.47 
42972,,Control nose/throat bleeding,Y,A2,22.2030,"$1,108.28 "
42975,,Dise eval slp do brth flx dx,Y,R2,1.7064,$85.18 
43030,,Throat muscle surgery,Y,G2,48.9379,"$2,442.78 "
43130,,Removal of esophagus pouch,Y,G2,48.9379,"$2,442.78 "
43180,,Esophagoscopy rigid trnso,Y,G2,48.9379,"$2,442.78 "
43191,,Esophagoscopy rigid trnso dx,Y,G2,14.1479,$706.21 
43192,,Esophagoscp rig trnso inject,Y,G2,14.1479,$706.21 
43193,,Esophagoscp rig trnso biopsy,Y,G2,14.1479,$706.21 
43194,,Esophagoscp rig trnso rem fb,Y,G2,14.1479,$706.21 
43195,,Esophagoscopy rigid balloon,Y,G2,28.0284,"$1,399.07 "
43196,,Esophagoscp guide wire dilat,Y,G2,28.0284,"$1,399.07 "
43197,,Esophagoscopy flex dx brush,Y,P3,,$139.81 
43198,,Esophagosc flex trnsn biopsy,Y,P3,,$149.84 
43200,,Esophagoscopy flexible brush,Y,A2,8.3879,$418.69 
43201,,Esoph scope w/submucous inj,Y,A2,14.1479,$706.21 
43202,,Esophagoscopy flex biopsy,Y,A2,14.1479,$706.21 
43204,,Esoph scope w/sclerosis inj,Y,A2,14.1479,$706.21 
43205,,Esophagus endoscopy/ligation,Y,A2,14.1479,$706.21 
43206,,Esoph optical endomicroscopy,Y,G2,14.1479,$706.21 
43210,,Egd esophagogastrc fndoplsty,Y,J8,100.9810,"$5,040.57 "
43211,,Esophagoscop mucosal resect,Y,G2,14.1479,$706.21 
43212,,Esophagoscop stent placement,Y,J8,66.8006,"$3,334.42 "
43213,,Esophagoscopy retro balloon,Y,G2,14.1479,$706.21 
43214,,Esophagosc dilate balloon 30,Y,G2,14.1479,$706.21 
43215,,Esophagoscopy flex remove fb,Y,A2,14.1479,$706.21 
43216,,Esophagoscopy lesion removal,Y,A2,14.1479,$706.21 
43217,,Esophagoscopy snare les remv,Y,A2,14.1479,$706.21 
43220,,Esophagoscopy balloon <30mm,Y,A2,14.1479,$706.21 
43226,,Esoph endoscopy dilation,Y,A2,14.1479,$706.21 
43227,,Esophagoscopy control bleed,Y,A2,14.1479,$706.21 
43229,,Esophagoscopy lesion ablate,Y,J8,36.6530,"$1,829.57 "
43231,,Esophagoscop ultrasound exam,Y,A2,14.1479,$706.21 
43232,,Esophagoscopy w/us needle bx,Y,A2,14.1479,$706.21 
43233,,Egd balloon dil esoph30 mm/>,Y,G2,14.1479,$706.21 
43235,,Egd diagnostic brush wash,Y,A2,8.3879,$418.69 
43236,,Uppr gi scope w/submuc inj,Y,A2,8.3879,$418.69 
43237,,Endoscopic us exam esoph,Y,A2,14.1479,$706.21 
43238,,Egd us fine needle bx/aspir,Y,A2,14.1479,$706.21 
43239,,Egd biopsy single/multiple,Y,A2,8.3879,$418.69 
43240,,Egd w/transmural drain cyst,Y,J8,70.4888,"$3,518.52 "
43241,,Egd tube/cath insertion,Y,A2,14.1479,$706.21 
43242,,Egd us fine needle bx/aspir,Y,A2,14.1479,$706.21 
43243,,Egd injection varices,Y,A2,14.1479,$706.21 
43244,,Egd varices ligation,Y,A2,14.1479,$706.21 
43245,,Egd dilate stricture,Y,A2,14.1479,$706.21 
43246,,Egd place gastrostomy tube,Y,A2,14.1479,$706.21 
43247,,Egd remove foreign body,Y,A2,8.3879,$418.69 
43248,,Egd guide wire insertion,Y,A2,8.3879,$418.69 
43249,,Esoph egd dilation <30 mm,Y,A2,14.1479,$706.21 
43250,,Egd cautery tumor polyp,Y,A2,14.1479,$706.21 
43251,,Egd remove lesion snare,Y,A2,14.1479,$706.21 
43252,,Egd optical endomicroscopy,Y,G2,28.0284,"$1,399.07 "
43253,,Egd us transmural injxn/mark,Y,G2,14.1479,$706.21 
43254,,Egd endo mucosal resection,Y,G2,14.1479,$706.21 
43255,,Egd control bleeding any,Y,A2,14.1479,$706.21 
43257,,Egd w/thrml txmnt gerd,Y,A2,28.0284,"$1,399.07 "
43259,,Egd us exam duodenum/jejunum,Y,A2,14.1479,$706.21 
43260,,Ercp w/specimen collection,Y,A2,28.0284,"$1,399.07 "
43261,,Endo cholangiopancreatograph,Y,A2,28.0284,"$1,399.07 "
43262,,Endo cholangiopancreatograph,Y,A2,28.0284,"$1,399.07 "
43263,,Ercp sphincter pressure meas,Y,A2,28.0284,"$1,399.07 "
43264,,Ercp remove duct calculi,Y,A2,28.0284,"$1,399.07 "
43265,,Ercp lithotripsy calculi,Y,A2,42.2252,"$2,107.71 "
43266,,Egd endoscopic stent place,Y,J8,68.1164,"$3,400.10 "
43270,,Egd lesion ablation,Y,G2,14.1479,$706.21 
43273,,Endoscopic pancreatoscopy,N,N1,,
43274,,Ercp duct stent placement,Y,J8,55.5058,"$2,770.63 "
43275,,Ercp remove forgn body duct,Y,G2,28.0284,"$1,399.07 "
43276,,Ercp stent exchange w/dilate,Y,J8,56.3611,"$2,813.32 "
43277,,Ercp ea duct/ampulla dilate,Y,G2,28.0284,"$1,399.07 "
43278,,Ercp lesion ablate w/dilate,Y,G2,28.0284,"$1,399.07 "
43284,,Laps esophgl sphnctr agmntj,Y,J8,117.7256,"$5,876.39 "
43285,,Rmvl esophgl sphnctr dev,N,G2,47.3007,"$2,361.06 "
43450,,Dilate esophagus 1/mult pass,Y,A2,8.3879,$418.69 
43453,,Dilate esophagus,Y,A2,14.1479,$706.21 
43653,,Laparoscopy gastrostomy,Y,A2,47.3007,"$2,361.06 "
43752,,Nasal/orogastric w/tube plmt,N,G2,2.8134,$140.43 
43753,,Tx gastro intub w/asp,N,N1,,
43754,,Dx gastr intub w/asp spec,N,N1,,
43755,,Dx gastr intub w/asp specs,N,G2,1.4473,$72.24 
43756,,Dx duod intub w/asp spec,N,G2,8.3879,$418.69 
43757,,Dx duod intub w/asp specs,Y,G2,8.3879,$418.69 
43761,,Reposition gastrostomy tube,Y,A2,2.7584,$137.69 
43762,,Rplc gtube no revj trc,Y,G2,2.7584,$137.69 
43763,,Rplc gtube revj gstrst trc,Y,G2,2.7584,$137.69 
43870,,Repair stomach opening,Y,A2,28.0284,"$1,399.07 "
43886,,Revise gastric port open,Y,G2,36.5018,"$1,822.02 "
43887,,Remove gastric port open,N,G2,17.7550,$886.26 
43888,,Change gastric port open,Y,G2,36.5018,"$1,822.02 "
44100,,Biopsy of bowel,Y,A2,8.3879,$418.69 
44312,,Revision of ileostomy,Y,A2,36.5018,"$1,822.02 "
44340,,Revision of colostomy,Y,A2,36.5018,"$1,822.02 "
44360,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44361,,Small bowel endoscopy/biopsy,Y,A2,14.1479,$706.21 
44363,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44364,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44365,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44366,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44369,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44370,,Small bowel endoscopy/stent,Y,J8,73.0463,"$3,646.18 "
44372,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44373,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44376,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44377,,Small bowel endoscopy/biopsy,Y,A2,14.1479,$706.21 
44378,,Small bowel endoscopy,Y,A2,14.1479,$706.21 
44379,,S bowel endoscope w/stent,Y,A2,42.2252,"$2,107.71 "
44380,,Small bowel endoscopy br/wa,Y,A2,8.3879,$418.69 
44381,,Small bowel endoscopy br/wa,Y,G2,14.1479,$706.21 
44382,,Small bowel endoscopy,Y,A2,8.3879,$418.69 
44384,,Small bowel endoscopy,Y,G2,28.0284,"$1,399.07 "
44385,,Endoscopy of bowel pouch,Y,A2,8.2264,$410.63 
44386,,Endoscopy bowel pouch/biop,Y,A2,8.2264,$410.63 
44388,,Colonoscopy thru stoma spx,Y,A2,8.2264,$410.63 
44389,,Colonoscopy with biopsy,Y,A2,10.7495,$536.57 
44390,,Colonoscopy for foreign body,Y,A2,8.2264,$410.63 
44391,,Colonoscopy for bleeding,Y,A2,10.7495,$536.57 
44392,,Colonoscopy & polypectomy,Y,A2,10.7495,$536.57 
44394,,Colonoscopy w/snare,Y,A2,10.7495,$536.57 
44401,,Colonoscopy with ablation,Y,G2,10.7495,$536.57 
44402,,Colonoscopy w/stent plcmt,Y,J8,72.7709,"$3,632.43 "
44403,,Colonoscopy w/resection,Y,G2,10.7495,$536.57 
44404,,Colonoscopy w/injection,Y,G2,10.7495,$536.57 
44405,,Colonoscopy w/dilation,Y,G2,10.7495,$536.57 
44406,,Colonoscopy w/ultrasound,Y,G2,10.7495,$536.57 
44407,,Colonoscopy w/ndl aspir/bx,Y,G2,10.7495,$536.57 
44408,,Colonoscopy w/decompression,Y,R2,8.2264,$410.63 
44500,,Intro gastrointestinal tube,Y,G2,8.3879,$418.69 
44701,,Intraop colon lavage add-on,N,N1,,
45000,,Drainage of pelvic abscess,Y,A2,10.7495,$536.57 
45005,,Drainage of rectal abscess,Y,A2,10.7495,$536.57 
45020,,Drainage of rectal abscess,Y,A2,23.5377,"$1,174.91 "
45100,,Biopsy of rectum,Y,A2,23.5377,"$1,174.91 "
45108,,Removal of anorectal lesion,Y,A2,23.5377,"$1,174.91 "
45150,,Excision of rectal stricture,Y,A2,10.7495,$536.57 
45160,,Excision of rectal lesion,Y,A2,23.5377,"$1,174.91 "
45171,,Exc rect tum transanal part,Y,G2,23.5377,"$1,174.91 "
45172,,Exc rect tum transanal full,Y,G2,23.5377,"$1,174.91 "
45190,,Destruction rectal tumor,Y,A2,23.5377,"$1,174.91 "
45300,,Proctosigmoidoscopy dx,Y,P3,,$103.13 
45303,,Proctosigmoidoscopy dilate,Y,P2,10.7495,$536.57 
45305,,Proctosigmoidoscopy w/bx,Y,A2,10.7495,$536.57 
45307,,Proctosigmoidoscopy fb,Y,A2,23.5377,"$1,174.91 "
45308,,Proctosigmoidoscopy removal,Y,A2,23.5377,"$1,174.91 "
45309,,Proctosigmoidoscopy removal,Y,A2,10.7495,$536.57 
45315,,Proctosigmoidoscopy removal,Y,A2,10.7495,$536.57 
45317,,Proctosigmoidoscopy bleed,Y,A2,10.7495,$536.57 
45320,,Proctosigmoidoscopy ablate,Y,A2,23.5377,"$1,174.91 "
45321,,Proctosigmoidoscopy volvul,Y,A2,23.5377,"$1,174.91 "
45327,,Proctosigmoidoscopy w/stent,Y,J8,54.5807,"$2,724.45 "
45330,,Diagnostic sigmoidoscopy,Y,P3,,$163.34 
45331,,Sigmoidoscopy and biopsy,Y,A2,8.2264,$410.63 
45332,,Sigmoidoscopy w/fb removal,Y,A2,10.7495,$536.57 
45333,,Sigmoidoscopy & polypectomy,Y,A2,8.2264,$410.63 
45334,,Sigmoidoscopy for bleeding,Y,A2,10.7495,$536.57 
45335,,Sigmoidoscopy w/submuc inj,Y,A2,8.2264,$410.63 
45337,,Sigmoidoscopy & decompress,Y,A2,8.2264,$410.63 
45338,,Sigmoidoscopy w/tumr remove,Y,A2,10.7495,$536.57 
45340,,Sig w/tndsc balloon dilation,Y,A2,10.7495,$536.57 
45341,,Sigmoidoscopy w/ultrasound,Y,A2,8.2264,$410.63 
45342,,Sigmoidoscopy w/us guide bx,Y,A2,10.7495,$536.57 
45346,,Sigmoidoscopy w/ablation,Y,G2,10.7495,$536.57 
45347,,Sigmoidoscopy w/plcmt stent,Y,J8,69.3541,"$3,461.88 "
45349,,Sigmoidoscopy w/resection,Y,G2,23.5377,"$1,174.91 "
45350,,Sgmdsc w/band ligation,Y,G2,10.7495,$536.57 
45378,,Diagnostic colonoscopy,Y,A2,8.2264,$410.63 
45379,,Colonoscopy w/fb removal,Y,A2,10.7495,$536.57 
45380,,Colonoscopy and biopsy,Y,A2,10.7495,$536.57 
45381,,Colonoscopy submucous njx,Y,A2,10.7495,$536.57 
45382,,Colonoscopy w/control bleed,Y,A2,10.7495,$536.57 
45384,,Colonoscopy w/lesion removal,Y,A2,10.7495,$536.57 
45385,,Colonoscopy w/lesion removal,Y,A2,10.7495,$536.57 
45386,,Colonoscopy w/balloon dilat,Y,A2,10.7495,$536.57 
45388,,Colonoscopy w/ablation,Y,G2,10.7495,$536.57 
45389,,Colonoscopy w/stent plcmt,Y,J8,70.1641,"$3,502.31 "
45390,,Colonoscopy w/resection,Y,G2,23.5377,"$1,174.91 "
45391,,Colonoscopy w/endoscope us,Y,A2,10.7495,$536.57 
45392,,Colonoscopy w/endoscopic fnb,Y,A2,10.7495,$536.57 
45393,,Colonoscopy w/decompression,Y,G2,10.7495,$536.57 
45398,,Colonoscopy w/band ligation,Y,G2,10.7495,$536.57 
45500,,Repair of rectum,Y,A2,23.5377,"$1,174.91 "
45505,,Repair of rectum,Y,A2,23.5377,"$1,174.91 "
45520,,Treatment of rectal prolapse,N,N1,,
45541,,Correct rectal prolapse,Y,G2,23.5377,"$1,174.91 "
45560,,Repair of rectocele,Y,A2,23.5377,"$1,174.91 "
45900,,Reduction of rectal prolapse,Y,A2,8.2264,$410.63 
45905,,Dilation of anal sphincter,Y,A2,10.7495,$536.57 
45910,,Dilation of rectal narrowing,Y,A2,10.7495,$536.57 
45915,,Remove rectal obstruction,Y,A2,10.7495,$536.57 
45990,,Surg dx exam anorectal,Y,A2,23.5377,"$1,174.91 "
46020,,Placement of seton,Y,A2,23.5377,"$1,174.91 "
46030,,Removal of rectal marker,Y,A2,10.7495,$536.57 
46040,,Incision of rectal abscess,Y,A2,10.7495,$536.57 
46045,,Incision of rectal abscess,Y,A2,23.5377,"$1,174.91 "
46050,,Incision of anal abscess,Y,A2,8.2264,$410.63 
46060,,Incision of rectal abscess,Y,A2,23.5377,"$1,174.91 "
46070,,Incision of anal septum,Y,G2,23.5377,"$1,174.91 "
46080,,Incision of anal sphincter,Y,A2,23.5377,"$1,174.91 "
46083,,Incise external hemorrhoid,Y,P2,2.7584,$137.69 
