Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	January 2024  Payment Indicator	January 2024  Payment Weight  	January 2024 Payment Rate 	
43754		Dx gastr intub w/asp spec	N	N1			
43755		Dx gastr intub w/asp specs	N	G2	1.5141	$81.03	
43756		Dx duod intub w/asp spec	N	G2	8.787	$470.23	
43757		Dx duod intub w/asp specs	Y	G2	8.787	$470.23	
43761		Reposition gastrostomy tube	Y	A2	2.3957	$128.20	
43762		Rplc gtube no revj trc	Y	G2	2.3957	$128.20	
43763		Rplc gtube revj gstrst trc	Y	G2	2.3957	$128.20	
43774		Lap rmvl gastr adj all parts	Y	G2	33.619	"$1,799.09"	
43870		Repair stomach opening	Y	A2	33.619	"$1,799.09"	
43886		Revise gastric port open	Y	G2	34.7764	"$1,861.02"	
43887		Remove gastric port open	N	G2	17.6771	$945.97	
43888		Change gastric port open	Y	G2	34.7764	"$1,861.02"	
44100		Biopsy of bowel	Y	A2	8.787	$470.23	
44312		Revision of ileostomy	Y	A2	34.7764	"$1,861.02"	
44340		Revision of colostomy	Y	A2	34.7764	"$1,861.02"	
44360		Small bowel endoscopy	Y	A2	15.544	$831.82	
44361		Small bowel endoscopy/biopsy	Y	A2	15.544	$831.82	
44363		Small bowel endoscopy	Y	A2	15.544	$831.82	
44364		Small bowel endoscopy	Y	A2	15.544	$831.82	
44365		Small bowel endoscopy	Y	A2	15.544	$831.82	
44366		Small bowel endoscopy	Y	A2	15.544	$831.82	
44369		Small bowel endoscopy	Y	A2	15.544	$831.82	
44370		Small bowel endoscopy/stent	Y	J8	80.9953	"$4,334.38"	
44372		Small bowel endoscopy	Y	A2	15.544	$831.82	
44373		Small bowel endoscopy	Y	A2	15.544	$831.82	
44376		Small bowel endoscopy	Y	A2	15.544	$831.82	
44377		Small bowel endoscopy/biopsy	Y	A2	15.544	$831.82	
44378		Small bowel endoscopy	Y	A2	15.544	$831.82	
44379		S bowel endoscope w/stent	Y	A2	48.1241	"$2,575.31"	
44380		Small bowel endoscopy br/wa	Y	A2	8.787	$470.23	
44381		Small bowel endoscopy br/wa	Y	G2	15.544	$831.82	
44382		Small bowel endoscopy	Y	A2	8.787	$470.23	
44384		Small bowel endoscopy	Y	J8	20.3812	"$1,090.68"	
44385		Endoscopy of bowel pouch	Y	A2	8.8594	$474.10	
44386		Endoscopy bowel pouch/biop	Y	A2	8.8594	$474.10	
44388		Colonoscopy thru stoma spx	Y	A2	8.8594	$474.10	
44389		Colonoscopy with biopsy	Y	A2	11.4389	$612.14	
44390		Colonoscopy for foreign body	Y	A2	8.8594	$474.10	
44391		Colonoscopy for bleeding	Y	A2	11.4389	$612.14	
44392		Colonoscopy & polypectomy	Y	A2	11.4389	$612.14	
44394		Colonoscopy w/snare	Y	A2	11.4389	$612.14	
44401		Colonoscopy with ablation	Y	G2	11.4389	$612.14	
44402		Colonoscopy w/stent plcmt	Y	J8	60.6073	"$3,243.34"	
44403		Colonoscopy w/resection	Y	G2	11.4389	$612.14	
44404		Colonoscopy w/injection	Y	G2	11.4389	$612.14	
44405		Colonoscopy w/dilation	Y	G2	11.4389	$612.14	
44406		Colonoscopy w/ultrasound	Y	G2	11.4389	$612.14	
44407		Colonoscopy w/ndl aspir/bx	Y	G2	11.4389	$612.14	
44408		Colonoscopy w/decompression	Y	R2	8.8594	$474.10	
44500		Intro gastrointestinal tube	Y	G2	8.787	$470.23	
44701		Intraop colon lavage add-on	N	N1			
45000		Drainage of pelvic abscess	Y	A2	11.4389	$612.14	
45005		Drainage of rectal abscess	Y	A2	11.4389	$612.14	
45020		Drainage of rectal abscess	Y	A2	25.2095	"$1,349.06"	
45100		Biopsy of rectum	Y	A2	25.2095	"$1,349.06"	
45108		Removal of anorectal lesion	Y	A2	25.2095	"$1,349.06"	
45150		Excision of rectal stricture	Y	A2	11.4389	$612.14	
45160		Excision of rectal lesion	Y	A2	25.2095	"$1,349.06"	
45171		Exc rect tum transanal part	Y	G2	25.2095	"$1,349.06"	
45172		Exc rect tum transanal full	Y	G2	25.2095	"$1,349.06"	
45190		Destruction rectal tumor	Y	A2	25.2095	"$1,349.06"	
45300		Proctosigmoidoscopy dx	Y	P3		$95.61	
45303		Proctosigmoidoscopy dilate	Y	P2	11.4389	$612.14	
45305		Proctosigmoidoscopy w/bx	Y	A2	11.4389	$612.14	
45307		Proctosigmoidoscopy fb	Y	A2	25.2095	"$1,349.06"	
45308		Proctosigmoidoscopy removal	Y	A2	25.2095	"$1,349.06"	
45309		Proctosigmoidoscopy removal	Y	A2	11.4389	$612.14	
45315		Proctosigmoidoscopy removal	Y	A2	11.4389	$612.14	
45317		Proctosigmoidoscopy bleed	Y	A2	11.4389	$612.14	
45320		Proctosigmoidoscopy ablate	Y	A2	25.2095	"$1,349.06"	
45321		Proctosigmoidoscopy volvul	Y	A2	25.2095	"$1,349.06"	
45327		Proctosigmoidoscopy w/stent	Y	J8	74.6812	"$3,996.49"	
45330		Diagnostic sigmoidoscopy	Y	P3		$151.61	
45331		Sigmoidoscopy and biopsy	Y	A2	8.8594	$474.10	
45332		Sigmoidoscopy w/fb removal	Y	A2	11.4389	$612.14	
45333		Sigmoidoscopy & polypectomy	Y	A2	8.8594	$474.10	
45334		Sigmoidoscopy for bleeding	Y	A2	11.4389	$612.14	
45335		Sigmoidoscopy w/submuc inj	Y	A2	8.8594	$474.10	
45337		Sigmoidoscopy & decompress	Y	A2	8.8594	$474.10	
45338		Sigmoidoscopy w/tumr remove	Y	A2	11.4389	$612.14	
45340		Sig w/tndsc balloon dilation	Y	A2	11.4389	$612.14	
45341		Sigmoidoscopy w/ultrasound	Y	A2	8.8594	$474.10	
45342		Sigmoidoscopy w/us guide bx	Y	A2	11.4389	$612.14	
45346		Sigmoidoscopy w/ablation	Y	G2	11.4389	$612.14	
45347		Sigmoidoscopy w/plcmt stent	Y	J8	75.0477	"$4,016.10"	
45349		Sigmoidoscopy w/resection	Y	G2	25.2095	"$1,349.06"	
45350		Sgmdsc w/band ligation	Y	G2	11.4389	$612.14	
45378		Diagnostic colonoscopy	Y	A2	8.8594	$474.10	
45379		Colonoscopy w/fb removal	Y	A2	11.4389	$612.14	
45380		Colonoscopy and biopsy	Y	A2	11.4389	$612.14	
45381		Colonoscopy submucous njx	Y	A2	11.4389	$612.14	
45382		Colonoscopy w/control bleed	Y	A2	11.4389	$612.14	
45384		Colonoscopy w/lesion removal	Y	A2	11.4389	$612.14	
45385		Colonoscopy w/lesion removal	Y	A2	11.4389	$612.14	
45386		Colonoscopy w/balloon dilat	Y	A2	11.4389	$612.14	
45388		Colonoscopy w/ablation	Y	G2	11.4389	$612.14	
45389		Colonoscopy w/stent plcmt	Y	J8	73.7469	"$3,946.49"	
45390		Colonoscopy w/resection	Y	G2	25.2095	"$1,349.06"	
45391		Colonoscopy w/endoscope us	Y	A2	11.4389	$612.14	
45392		Colonoscopy w/endoscopic fnb	Y	A2	11.4389	$612.14	
45393		Colonoscopy w/decompression	Y	G2	11.4389	$612.14	
45398		Colonoscopy w/band ligation	Y	G2	11.4389	$612.14	
45500		Repair of rectum	Y	A2	25.2095	"$1,349.06"	
45505		Repair of rectum	Y	A2	25.2095	"$1,349.06"	
45520		Treatment of rectal prolapse	N	N1			
45541		Correct rectal prolapse	Y	G2	25.2095	"$1,349.06"	
45560		Repair of rectocele	Y	A2	25.2095	"$1,349.06"	
45900		Reduction of rectal prolapse	Y	A2	8.8594	$474.10	
45905		Dilation of anal sphincter	Y	A2	11.4389	$612.14	
45910		Dilation of rectal narrowing	Y	A2	11.4389	$612.14	
45915		Remove rectal obstruction	Y	A2	11.4389	$612.14	
45990		Surg dx exam anorectal	Y	A2	25.2095	"$1,349.06"	
46020		Placement of seton	Y	A2	25.2095	"$1,349.06"	
46030		Removal of rectal marker	Y	A2	11.4389	$612.14	
46040		Incision of rectal abscess	Y	A2	11.4389	$612.14	
46045		Incision of rectal abscess	Y	A2	25.2095	"$1,349.06"	
46050		Incision of anal abscess	Y	A2	8.8594	$474.10	
46060		Incision of rectal abscess	Y	A2	25.2095	"$1,349.06"	
46070		Incision of anal septum	Y	G2	25.2095	"$1,349.06"	
46080		Incision of anal sphincter	Y	A2	25.2095	"$1,349.06"	
46083		Incise external hemorrhoid	Y	P2	2.3957	$128.20	
46200		Removal of anal fissure	Y	A2	25.2095	"$1,349.06"	
46220		Excise anal ext tag/papilla	Y	A2	11.4389	$612.14	
46221		Ligation of hemorrhoid(s)	Y	P3		$190.57	
46230		Removal of anal tags	Y	A2	25.2095	"$1,349.06"	
46250		Remove ext hem groups 2+	Y	A2	25.2095	"$1,349.06"	
46255		Remove int/ext hem 1 group	Y	A2	25.2095	"$1,349.06"	
46257		Remove in/ex hem grp & fiss	Y	A2	25.2095	"$1,349.06"	
46258		Remove in/ex hem grp w/fistu	Y	A2	25.2095	"$1,349.06"	
46260		Remove in/ex hem groups 2+	Y	A2	25.2095	"$1,349.06"	
46261		Remove in/ex hem grps & fiss	Y	A2	25.2095	"$1,349.06"	
46262		Remove in/ex hem grps w/fist	Y	A2	25.2095	"$1,349.06"	
46270		Remove anal fist subq	Y	A2	25.2095	"$1,349.06"	
46275		Remove anal fist inter	Y	A2	25.2095	"$1,349.06"	
46280		Remove anal fist complex	Y	A2	25.2095	"$1,349.06"	
46285		Remove anal fist 2 stage	Y	A2	25.2095	"$1,349.06"	
46288		Repair anal fistula	Y	A2	25.2095	"$1,349.06"	
46320		Removal of hemorrhoid clot	Y	P3		$147.68	
46500		Injection into hemorrhoid(s)	Y	P3		$241.65	
46505		Chemodenervation anal musc	Y	G2	11.4389	$612.14	
46600		Diagnostic anoscopy spx	N	N1			
46601		Diagnostic anoscopy	N	N1			
46604		Anoscopy and dilation	Y	P3		$589.40	
46606		Anoscopy and biopsy	Y	P3		$228.88	
46607		Diagnostic anoscopy & biopsy	Y	G2	11.4389	$612.14	
46608		Anoscopy remove for body	Y	A2	8.8594	$474.10	
46610		Anoscopy remove lesion	Y	A2	25.2095	"$1,349.06"	
46611		Anoscopy	Y	A2	8.8594	$474.10	
46612		Anoscopy remove lesions	Y	A2	25.2095	"$1,349.06"	
46614		Anoscopy control bleeding	Y	P3		$127.37	
46615		Anoscopy	Y	A2	25.2095	"$1,349.06"	
46700		Repair of anal stricture	Y	A2	25.2095	"$1,349.06"	
46706		Repr of anal fistula w/glue	Y	G2	25.2095	"$1,349.06"	
46707		Repair anorectal fist w/plug	Y	J8	34.0036	"$1,819.67"	
46750		Repair of anal sphincter	Y	A2	25.2095	"$1,349.06"	
46753		Reconstruction of anus	Y	A2	25.2095	"$1,349.06"	
46754		Removal of suture from anus	Y	A2	25.2095	"$1,349.06"	
46760		Repair of anal sphincter	Y	A2	25.2095	"$1,349.06"	
46761		Repair of anal sphincter	Y	A2	25.2095	"$1,349.06"	
46900		Destruction anal lesion(s)	Y	P3		$166.34	
46910		Destruction anal lesion(s)	Y	P3		$187.95	
46916		Cryosurgery anal lesion(s)	Y	P2	1.9406	$103.85	
46917		Laser surgery anal lesions	Y	A2	25.2095	"$1,349.06"	
46922		Excision of anal lesion(s)	Y	A2	25.2095	"$1,349.06"	
46924		Destruction anal lesion(s)	Y	A2	25.2095	"$1,349.06"	
46930		Destroy internal hemorrhoids	Y	P3		$153.24	
46940		Treatment of anal fissure	Y	P3		$175.18	
46942		Treatment of anal fissure	Y	P3		$173.22	
46945		Int hrhc lig 1 hroid w/o img	Y	R2	25.2095	"$1,349.06"	
46946		Int hrhc lig 2+hroid w/o img	Y	A2	25.2095	"$1,349.06"	
46947		Hemorrhoidopexy by stapling	Y	A2	25.2095	"$1,349.06"	
46948		Int hrhc tranal dartlzj 2+	Y	G2	25.2095	"$1,349.06"	
47000		Needle biopsy of liver	Y	A2	12.7612	$682.90	
47001		Needle biopsy liver add-on	N	N1			
47382		Percut ablate liver rf	Y	G2	50.5562	"$2,705.46"	
47383		Perq abltj lvr cryoablation	Y	J8	123.182	"$6,591.96"	
47531		Injection for cholangiogram	N	N1			
47532		Injection for cholangiogram	N	N1			
47533		Plmt biliary drainage cath	Y	G2	30.3063	"$1,621.81"	
47534		Plmt biliary drainage cath	Y	G2	30.3063	"$1,621.81"	
47535		Conversion ext bil drg cath	Y	G2	30.3063	"$1,621.81"	
47536		Exchange biliary drg cath	Y	G2	30.3063	"$1,621.81"	
47537		Removal biliary drg cath	N	G2	8.787	$470.23	
47538		Perq plmt bile duct stent	Y	J8	71.4878	"$3,825.60"	
47539		Perq plmt bile duct stent	Y	G2	50.5562	"$2,705.46"	
47540		Perq plmt bile duct stent	Y	J8	71.1496	"$3,807.50"	
47541		Plmt access bil tree sm bwl	Y	J8	93.2541	"$4,990.40"	
47542		Dilate biliary duct/ampulla	N	N1			
47543		Endoluminal bx biliary tree	N	N1			
47544		Removal duct glbldr calculi	N	N1			
47552		Biliary endo perq dx w/speci	Y	A2	69.5591	"$3,722.39"	
47553		Biliary endoscopy thru skin	Y	G2	69.5591	"$3,722.39"	
47554		Biliary endoscopy thru skin	Y	G2	84.8496	"$4,540.64"	
47555		Biliary endoscopy thru skin	Y	J8	40.5589	"$2,170.47"	
47556		Biliary endoscopy thru skin	Y	J8	113.8384	"$6,091.95"	
47562		Laparoscopic cholecystectomy	Y	G2	50.5562	"$2,705.46"	
47563		Laparo cholecystectomy/graph	Y	G2	50.5562	"$2,705.46"	
47564		Laparo cholecystectomy/explr	Y	G2	84.8496	"$4,540.64"	
48102		Needle biopsy pancreas	Y	A2	12.7612	$682.90	
49082		Abd paracentesis	Y	G2	8.787	$470.23	
49083		Abd paracentesis w/imaging	Y	G2	8.787	$470.23	
49084		Peritoneal lavage	Y	G2	8.787	$470.23	
49180		Biopsy abdominal mass	Y	A2	12.7612	$682.90	
49250		Excision of umbilicus	Y	A2	30.3063	"$1,621.81"	
49320		Diag laparo separate proc	Y	A2	50.5562	"$2,705.46"	
49321		Laparoscopy biopsy	Y	A2	50.5562	"$2,705.46"	
49322		Laparoscopy aspiration	Y	A2	50.5562	"$2,705.46"	
49324		Lap insert tunnel ip cath	Y	G2	50.5562	"$2,705.46"	
49325		Lap revision perm ip cath	Y	G2	50.5562	"$2,705.46"	
49326		Lap w/omentopexy add-on	N	N1			
49327		Lap ins device for rt	N	N1			
49400		Air injection into abdomen	N	N1			
49402		Remove foreign body adbomen	Y	A2	30.3063	"$1,621.81"	
49406		Image cath fluid peri/retro	Y	G2	12.7612	$682.90	
49407		Image cath fluid trns/vgnl	Y	G2	12.7612	$682.90	
49411		Ins mark abd/pel for rt perq	N	P3		$341.19	
49418		Insert tun ip cath perc	Y	G2	30.3063	"$1,621.81"	
49419		Insert tun ip cath w/port	Y	G2	54.2493	"$2,903.10"	
49421		Ins tun ip cath for dial opn	Y	G2	30.3063	"$1,621.81"	
49422		Remove tunneled ip cath	N	A2	28.9271	"$1,548.00"	
49423		Exchange drainage catheter	Y	G2	15.544	$831.82	
49424		Assess cyst contrast inject	N	N1			
49426		Revise abdomen-venous shunt	Y	A2	30.3063	"$1,621.81"	
49427		Injection abdominal shunt	N	N1			
49429		Removal of shunt	N	G2	28.9271	"$1,548.00"	
49435		Insert subq exten to ip cath	N	N1			
49436		Embedded ip cath exit-site	Y	G2	15.544	$831.82	
49440		Place gastrostomy tube perc	Y	G2	15.544	$831.82	
49441		Place duod/jej tube perc	Y	G2	15.544	$831.82	
49442		Place cecostomy tube perc	Y	G2	11.4389	$612.14	
49446		Change g-tube to g-j perc	Y	G2	15.544	$831.82	
49450		Replace g/c tube perc	Y	G2	8.787	$470.23	
49451		Replace duod/jej tube perc	Y	G2	8.787	$470.23	
49452		Replace g-j tube perc	Y	G2	8.787	$470.23	
49460		Fix g/colon tube w/device	Y	G2	8.787	$470.23	
49465		Fluoro exam of g/colon tube	N	G2	2.3752	$127.11	
49495		Rpr ing hernia baby reduc	Y	A2	30.3063	"$1,621.81"	
49496		Rpr ing hernia baby blocked	Y	A2	30.3063	"$1,621.81"	
49500		Rpr ing hernia init reduce	Y	A2	69.5591	"$3,722.39"	
49501		Rpr ing hernia init blocked	Y	A2	30.3063	"$1,621.81"	
49505		Prp i/hern init reduc >5 yr	Y	A2	30.3063	"$1,621.81"	
49507		Prp i/hern init block >5 yr	Y	A2	30.3063	"$1,621.81"	
49520		Rerepair ing hernia reduce	Y	A2	30.3063	"$1,621.81"	
49521		Rerepair ing hernia blocked	Y	A2	69.5591	"$3,722.39"	
49525		Repair ing hernia sliding	Y	A2	30.3063	"$1,621.81"	
49540		Repair lumbar hernia	Y	A2	50.5562	"$2,705.46"	
49550		Rpr rem hernia init reduce	Y	A2	30.3063	"$1,621.81"	
49553		Rpr fem hernia init blocked	Y	A2	30.3063	"$1,621.81"	
49555		Rerepair fem hernia reduce	Y	A2	30.3063	"$1,621.81"	
49557		Rerepair fem hernia blocked	Y	A2	30.3063	"$1,621.81"	
49591		Rpr aa hrn 1st < 3 cm rdc	Y	G2	30.3063	"$1,621.81"	
49592		Rpr aa hrn 1st < 3 ncr/strn	Y	G2	50.5562	"$2,705.46"	
49593		Rpr aa hrn 1st 3-10 rdc	Y	G2	30.3063	"$1,621.81"	
49594		Rpr aa hrn 1st 3-10 ncr/strn	Y	G2	50.5562	"$2,705.46"	
49595		Rpr aa hrn 1st > 10 rdc	Y	G2	30.3063	"$1,621.81"	
49600		Repair umbilical lesion	Y	A2	30.3063	"$1,621.81"	
49613		Rpr aa hrn rcr < 3 rdc	Y	G2	30.3063	"$1,621.81"	
49614		Rpr aa hrn rcr < 3 ncr/strn	Y	G2	50.5562	"$2,705.46"	
49615		Rpr aa hrn rcr 3-10 rdc	Y	G2	30.3063	"$1,621.81"	
49650		Lap ing hernia repair init	Y	A2	50.5562	"$2,705.46"	
49651		Lap ing hernia repair recur	Y	A2	50.5562	"$2,705.46"	
50080		Perq nl/pl lithotrp smpl<2cm	Y	G2	84.9405	"$4,545.51"	
50081		Perq nl/pl lithotrp cplx>2cm	Y	G2	84.9405	"$4,545.51"	
50200		Renal biopsy perq	Y	A2	12.7612	$682.90	
50382		Change ureter stent percut	Y	G2	17.3762	$929.87	
50384		Remove ureter stent percut	N	G2	17.3762	$929.87	
50385		Change stent via transureth	Y	G2	17.3762	$929.87	
50386		Remove stent via transureth	N	P3		$619.52	
50387		Change nephroureteral cath	Y	G2	17.3762	$929.87	
50389		Remove renal tube w/fluoro	N	G2	5.8531	$313.22	
50390		Drainage of kidney lesion	Y	A2	6.8201	$364.97	
50391		Instll rx agnt into rnal tub	Y	P3		$50.75	
50396		Measure kidney pressure	Y	A2	5.8531	$313.22	
50430		Njx px nfrosgrm &/urtrgrm	N	N1			
50431		Njx px nfrosgrm &/urtrgrm	N	N1			
50432		Plmt nephrostomy catheter	Y	G2	17.3762	$929.87	
50433		Plmt nephroureteral catheter	Y	G2	30.3866	"$1,626.11"	
50434		Convert nephrostomy catheter	Y	G2	17.3762	$929.87	
50435		Exchange nephrostomy cath	Y	G2	17.3762	$929.87	
50436		Dilat xst trc ndurlgc px	Y	G2	30.3866	"$1,626.11"	
50437		Dilat xst trc new access rcs	Y	G2	30.3866	"$1,626.11"	
50551		Kidney endoscopy	Y	A2	46.1779	"$2,471.16"	
50553		Kidney endoscopy	Y	G2	46.1779	"$2,471.16"	
50555		Kidney endoscopy & biopsy	Y	A2	84.9405	"$4,545.51"	
50557		Kidney endoscopy & treatment	Y	A2	84.9405	"$4,545.51"	
50561		Kidney endoscopy & treatment	Y	A2	46.1779	"$2,471.16"	
50562		Renal scope w/tumor resect	Y	G2	84.9405	"$4,545.51"	
50570		Kidney endoscopy	Y	G2	30.3866	"$1,626.11"	
50572		Kidney endoscopy	Y	G2	5.8531	$313.22	
50574		Kidney endoscopy & biopsy	Y	G2	30.3866	"$1,626.11"	
50575		Kidney endoscopy	Y	G2	46.1779	"$2,471.16"	
50576		Kidney endoscopy & treatment	Y	G2	84.9405	"$4,545.51"	
50580		Kidney endoscopy & treatment	Y	G2	46.1779	"$2,471.16"	
50590		Fragmenting of kidney stone	Y	G2	30.3866	"$1,626.11"	
50592		Perc rf ablate renal tumor	Y	G2	50.5562	"$2,705.46"	
50593		Perc cryo ablate renal tum	Y	J8	120.1076	"$6,427.44"	
50606		Endoluminal bx urtr rnl plvs	N	N1			
50684		Injection for ureter x-ray	N	N1			
50686		Measure ureter pressure	N	P2	1.5141	$81.03	
50688		Change of ureter tube/stent	Y	A2	17.3762	$929.87	
50690		Injection for ureter x-ray	N	N1			
50693		Plmt ureteral stent prq	Y	G2	30.3866	"$1,626.11"	
50694		Plmt ureteral stent prq	Y	G2	30.3866	"$1,626.11"	
50695		Plmt ureteral stent prq	Y	G2	30.3866	"$1,626.11"	
50705		Ureteral embolization/occl	N	N1			
50706		Balloon dilate urtrl strix	N	N1			
50727		Revise ureter	Y	G2	30.3866	"$1,626.11"	
50947		Laparo new ureter/bladder	Y	A2	84.8496	"$4,540.64"	
50948		Laparo new ureter/bladder	Y	A2	84.8496	"$4,540.64"	
50951		Endoscopy of ureter	Y	A2	30.3866	"$1,626.11"	
50953		Endoscopy of ureter	Y	A2	30.3866	"$1,626.11"	
50955		Ureter endoscopy & biopsy	Y	A2	46.1779	"$2,471.16"	
50957		Ureter endoscopy & treatment	Y	A2	46.1779	"$2,471.16"	
50961		Ureter endoscopy & treatment	Y	A2	46.1779	"$2,471.16"	
50970		Ureter endoscopy	Y	A2	30.3866	"$1,626.11"	
50972		Ureter endoscopy & catheter	Y	A2	30.3866	"$1,626.11"	
50974		Ureter endoscopy & biopsy	Y	A2	46.1779	"$2,471.16"	
50976		Ureter endoscopy & treatment	Y	A2	46.1779	"$2,471.16"	
50980		Ureter endoscopy & treatment	Y	A2	46.1779	"$2,471.16"	
51020		Incise & treat bladder	Y	A2	30.3866	"$1,626.11"	
51030		Incise & treat bladder	Y	A2	30.3866	"$1,626.11"	
51040		Incise & drain bladder	Y	A2	17.3762	$929.87	
51045		Incise bladder/drain ureter	Y	A2	17.3762	$929.87	
51050		Removal of bladder stone	Y	A2	46.1779	"$2,471.16"	
51065		Remove ureter calculus	Y	A2	30.3866	"$1,626.11"	
51080		Drainage of bladder abscess	Y	A2	21.6231	"$1,157.14"	
51100		Drain bladder by needle	Y	P3		$43.88	
51101		Drain bladder by trocar/cath	N	P3		$113.62	
51102		Drain bl w/cath insertion	Y	A2	17.3762	$929.87	
51500		Removal of bladder cyst	Y	A2	50.5562	"$2,705.46"	
51520		Removal of bladder lesion	Y	A2	30.3866	"$1,626.11"	
51535		Repair of ureter lesion	Y	G2	30.3866	"$1,626.11"	
51600		Injection for bladder x-ray	N	N1			
51605		Preparation for bladder xray	N	N1			
51610		Injection for bladder x-ray	N	N1			
51700		Irrigation of bladder	Y	P3		$53.05	
51701		Insert bladder catheter	N	N1			
51702		Insert temp bladder cath	N	N1			
51703		Insert bladder cath complex	N	P2	1.5141	$81.03	
51705		Change of bladder tube	Y	P3		$62.87	
51710		Change of bladder tube	Y	A2	5.8531	$313.22	
51715		Endoscopic injection/implant	Y	J8	42.0114	"$2,248.20"	
51720		Treatment of bladder lesion	Y	P3		$55.01	
51725		Simple cystometrogram	Y	P2	2.3957	$128.20	
51726		Complex cystometrogram	Y	A2	2.3957	$128.20	
51727		Cystometrogram w/up	Y	P3		$282.26	
51728		Cystometrogram w/vp	Y	P3		$281.27	
51729		Cystometrogram w/vp&up	Y	P3		$285.20	
51736		Urine flow measurement	N	N1			
51741		Electro-uroflowmetry first	N	N1			
51784		Anal/urinary muscle study	N	P3		$36.02	
51785		Anal/urinary muscle study	Y	A2	2.3957	$128.20	
51792		Urinary reflex study	N	N1			
51797		Intraabdominal pressure test	N	N1			
51798		Us urine capacity measure	N	N1			
51880		Repair of bladder opening	Y	A2	30.3866	"$1,626.11"	
51992		Laparo sling operation	Y	J8	68.4845	"$3,664.88"	
52000		Cystoscopy	Y	A2	5.8531	$313.22	
52001		Cystoscopy removal of clots	Y	A2	30.3866	"$1,626.11"	
52005		Cystoscopy & ureter catheter	Y	A2	17.3762	$929.87	
52007		Cystoscopy and biopsy	Y	A2	30.3866	"$1,626.11"	
52010		Cystoscopy & duct catheter	Y	A2	5.8531	$313.22	
52204		Cystoscopy w/biopsy(s)	Y	A2	17.3762	$929.87	
52214		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52224		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52234		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52235		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52240		Cystoscopy and treatment	Y	A2	46.1779	"$2,471.16"	
52250		Cystoscopy and radiotracer	Y	A2	30.3866	"$1,626.11"	
52260		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52265		Cystoscopy and treatment	Y	P3		$256.39	
52270		Cystoscopy & revise urethra	Y	A2	17.3762	$929.87	
52275		Cystoscopy & revise urethra	Y	A2	17.3762	$929.87	
52276		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52277		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52281		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52282		Cystoscopy implant stent	Y	A2	30.3866	"$1,626.11"	
52283		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52284		Cysto rx balo cath urtl strx	Y	G2	46.1779	"$2,471.16"	
52285		Cystoscopy and treatment	Y	A2	5.8531	$313.22	
52287		Cystoscopy chemodenervation	Y	G2	17.3762	$929.87	
52290		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52300		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52301		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52305		Cystoscopy and treatment	Y	A2	46.1779	"$2,471.16"	
52310		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52315		Cystoscopy and treatment	Y	A2	17.3762	$929.87	
52317		Remove bladder stone	Y	A2	30.3866	"$1,626.11"	
52318		Remove bladder stone	Y	A2	30.3866	"$1,626.11"	
52320		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
52325		Cystoscopy stone removal	Y	A2	46.1779	"$2,471.16"	
52327		Cystoscopy inject material	Y	J8	64.756	"$3,465.35"	
52330		Cystoscopy and treatment	Y	A2	30.3866	"$1,626.11"	
